bill_id,bill_number,bill_type,congress,cosponsors_by_party_D,cosponsors_by_party_R,introduced_at,sponsor_SGID,total_cosponser
hr3180-115,3180,hr,115,1,,2017-07-11,1461,1
hr1987-115,1987,hr,115,67,,2017-04-06,1977,67
hr1862-115,1862,hr,115,,1,2017-04-03,1689,1
hr6252-115,6252,hr,115,8,1,2018-06-27,1960,9
hr3770-115,3770,hr,115,149,71,2017-09-13,1990,220
hr3365-115,3365,hr,115,,7,2017-07-24,325,7
hr4515-115,4515,hr,115,,3,2017-12-01,1897,3
hr4793-115,4793,hr,115,,4,2018-01-16,1970,4
hr6413-115,6413,hr,115,5,,2018-07-17,1996,5
hr5896-115,5896,hr,115,5,1,2018-05-21,1934,6
hr3842-115,3842,hr,115,25,1,2017-09-26,1505,26
hr671-115,671,hr,115,165,,2017-01-24,713,165
hr1578-115,1578,hr,115,18,4,2017-03-16,1787,22
hr924-115,924,hr,115,,1,2017-02-07,1845,1
hr6933-115,6933,hr,115,4,30,2018-09-27,1284,34
hr1009-115,1009,hr,115,,4,2017-02-13,1962,4
hr757-115,757,hr,115,74,1,2017-01-31,1675,75
hr4444-115,4444,hr,115,160,14,2017-11-16,858,174
hr844-115,844,hr,115,,15,2017-02-03,1760,15
hr4424-115,4424,hr,115,5,5,2017-11-16,1883,10
hr647-115,647,hr,115,13,,2017-01-24,1614,13
hr102-115,102,hr,115,6,,2017-01-03,1796,6
hr1156-115,1156,hr,115,7,68,2017-02-16,608,75
hr367-115,367,hr,115,4,163,2017-01-09,1760,167
hr6929-115,6929,hr,115,33,,2018-09-27,1507,33
hr4-115,4,hr,115,7,8,2018-04-13,1445,15
hr2367-115,2367,hr,115,1,,2017-05-04,1902,1
hr358-115,358,hr,115,,75,2017-01-06,1773,75
hr4184-115,4184,hr,115,9,5,2017-10-31,1899,14
hr3445-115,3445,hr,115,6,2,2017-07-27,1002,8
hr300-115,300,hr,115,,12,2017-01-05,2003,12
hr5082-115,5082,hr,115,1,,2018-02-23,1964,1
hr2027-115,2027,hr,115,1,,2017-04-06,1648,1
hr2358-115,2358,hr,115,176,130,2017-05-04,1002,306
hr5-115,5,hr,115,1,24,2017-01-03,450,25
hr667-115,667,hr,115,12,14,2017-01-24,640,26
hr5540-115,5540,hr,115,,1,2018-04-17,1991,1
hr5042-115,5042,hr,115,26,,2018-02-15,1846,26
hr2219-115,2219,hr,115,9,6,2017-04-27,1002,15
hr2239-115,2239,hr,115,4,,2017-04-28,1620,4
hr5717-115,5717,hr,115,6,9,2018-05-09,1819,15
hr3050-115,3050,hr,115,1,,2017-06-23,1184,1
hr5112-115,5112,hr,115,,4,2018-02-27,1784,4
hr609-115,609,hr,115,5,12,2017-01-23,1754,17
hr3031-115,3031,hr,115,6,2,2017-06-23,258,8
hr4217-115,4217,hr,115,,3,2017-11-01,1697,3
hr6661-115,6661,hr,115,1,,2018-08-10,1839,1
hr5429-115,5429,hr,115,7,7,2018-04-05,1918,14
hr2518-115,2518,hr,115,2,1,2017-05-18,1625,3
hr3382-115,3382,hr,115,,1,2017-07-25,1863,1
hr510-115,510,hr,115,7,17,2017-01-12,1048,24
hr2205-115,2205,hr,115,,4,2017-04-27,1637,4
hr460-115,460,hr,115,5,6,2017-01-11,2003,11
hr1812-115,1812,hr,115,50,,2017-03-30,1987,50
hr2339-115,2339,hr,115,,7,2017-05-03,1545,7
hr6654-115,6654,hr,115,40,,2018-08-03,1542,40
hr5428-115,5428,hr,115,1,2,2018-04-05,1850,3
hr5986-115,5986,hr,115,7,15,2018-05-29,1993,22
hr6700-115,6700,hr,115,,2,2018-09-04,1959,2
hr2997-115,2997,hr,115,3,19,2017-06-22,1445,22
hr2753-115,2753,hr,115,,1,2017-05-26,1856,1
hr3128-115,3128,hr,115,1,19,2017-06-29,1773,20
hr4060-115,4060,hr,115,14,,2017-10-12,1328,14
hr3892-115,3892,hr,115,1,2,2017-09-28,1818,3
hr5175-115,5175,hr,115,1,,2018-03-06,1184,1
hr1474-115,1474,hr,115,16,,2017-03-09,733,16
hr978-115,978,hr,115,6,3,2017-02-07,1789,9
hr4205-115,4205,hr,115,1,1,2017-11-01,1845,2
hr4925-115,4925,hr,115,,2,2018-02-05,1922,2
hr2654-115,2654,hr,115,,7,2017-05-25,1760,7
hr4176-115,4176,hr,115,3,,2017-10-31,1158,3
hr4852-115,4852,hr,115,1,48,2018-01-19,1961,49
hr338-115,338,hr,115,3,2,2017-01-05,1007,5
hr5060-115,5060,hr,115,17,9,2018-02-15,1799,26
hr6825-115,6825,hr,115,1,,2018-09-13,1610,1
hr5569-115,5569,hr,115,1,1,2018-04-18,1678,2
hr3478-115,3478,hr,115,20,,2017-07-27,1791,20
hr7090-115,7090,hr,115,,3,2018-10-26,1900,3
hr804-115,804,hr,115,182,,2017-02-01,1967,182
hr5412-115,5412,hr,115,17,8,2018-03-26,640,25
hr663-115,663,hr,115,3,,2017-01-24,1936,3
hr7058-115,7058,hr,115,1,,2018-10-12,1082,1
hr1832-115,1832,hr,115,55,1,2017-03-30,733,56
hr7089-115,7089,hr,115,,1,2018-10-23,733,1
hr7288-115,7288,hr,115,1,1,2018-12-12,1799,2
hr2439-115,2439,hr,115,22,2,2017-05-16,1385,24
hr830-115,830,hr,115,33,21,2017-02-02,347,54
hr5495-115,5495,hr,115,1,,2018-04-12,1946,1
hr3145-115,3145,hr,115,10,8,2017-06-29,1820,18
hr4875-115,4875,hr,115,2,,2018-01-22,872,2
hr1651-115,1651,hr,115,78,40,2017-03-21,604,118
hr6774-115,6774,hr,115,2,17,2018-09-12,1882,19
hr2831-115,2831,hr,115,,3,2017-06-08,1984,3
hr108-115,108,hr,115,2,,2017-01-03,1796,2
hr2512-115,2512,hr,115,3,,2017-05-18,1295,3
hr2039-115,2039,hr,115,2,,2017-04-06,688,2
hr580-115,580,hr,115,12,,2017-01-13,1579,12
hr5818-115,5818,hr,115,15,5,2018-05-15,1398,20
hr4188-115,4188,hr,115,,3,2017-10-31,1637,3
hr4861-115,4861,hr,115,,1,2018-01-19,1933,1
hr2119-115,2119,hr,115,177,,2017-04-25,1954,177
hr3952-115,3952,hr,115,1,,2017-10-04,934,1
hr5350-115,5350,hr,115,1,,2018-03-20,1773,1
hr6391-115,6391,hr,115,,3,2018-07-16,1930,3
hr2182-115,2182,hr,115,9,2,2017-04-26,2004,11
hr5564-115,5564,hr,115,9,,2018-04-18,1946,9
hr7142-115,7142,hr,115,15,,2018-11-16,1550,15
hr4584-115,4584,hr,115,,10,2017-12-07,1917,10
hr6909-115,6909,hr,115,66,,2018-09-26,1675,66
hr6361-115,6361,hr,115,8,,2018-07-12,1858,8
hr4224-115,4224,hr,115,1,,2017-11-02,1926,1
hr3849-115,3849,hr,115,4,4,2017-09-27,1691,8
hr2374-115,2374,hr,115,2,1,2017-05-04,1943,3
hr2345-115,2345,hr,115,53,62,2017-05-03,1855,115
hr6669-115,6669,hr,115,20,,2018-08-14,1884,20
hr425-115,425,hr,115,1,1,2017-01-10,1541,2
hr4744-115,4744,hr,115,17,29,2018-01-09,1543,46
hr417-115,417,hr,115,1,,2017-01-10,1950,1
hr1096-115,1096,hr,115,,11,2017-02-15,1855,11
hr2056-115,2056,hr,115,8,3,2017-04-06,1967,11
hr3083-115,3083,hr,115,3,3,2017-06-27,1964,6
hr6134-115,6134,hr,115,,11,2018-06-19,1829,11
hr2840-115,2840,hr,115,148,,2017-06-08,1758,148
hr4132-115,4132,hr,115,,4,2017-10-25,1984,4
hr4672-115,4672,hr,115,2,,2017-12-18,358,2
hr2103-115,2103,hr,115,2,,2017-04-17,1984,2
hr5223-115,5223,hr,115,27,1,2018-03-08,1942,28
hr6206-115,6206,hr,115,,1,2018-06-25,1681,1
hr972-115,972,hr,115,42,,2017-02-07,1835,42
hr3884-115,3884,hr,115,1,,2017-09-28,1632,1
hr5256-115,5256,hr,115,1,1,2018-03-13,1692,2
hr440-115,440,hr,115,1,3,2017-01-11,1541,4
hr6458-115,6458,hr,115,,2,2018-07-19,1847,2
hr3406-115,3406,hr,115,1,,2017-07-26,1184,1
hr421-115,421,hr,115,,15,2017-01-10,1956,15
hr4351-115,4351,hr,115,2,,2017-11-09,693,2
hr3070-115,3070,hr,115,1,,2017-06-27,1531,1
hr1697-115,1697,hr,115,77,216,2017-03-23,1574,293
hr2264-115,2264,hr,115,9,3,2017-05-01,1758,12
hr2849-115,2849,hr,115,1,2,2017-06-08,1924,3
hr5132-115,5132,hr,115,70,151,2018-03-01,1002,221
hr6723-115,6723,hr,115,,5,2018-09-06,1752,5
hr3808-115,3808,hr,115,,4,2017-09-21,1911,4
hr7160-115,7160,hr,115,1,,2018-11-16,1657,1
hr130-115,130,hr,115,4,,2017-01-03,1493,4
hr374-115,374,hr,115,5,,2017-01-09,1774,5
hr2503-115,2503,hr,115,1,1,2017-05-17,1646,2
hr1271-115,1271,hr,115,5,1,2017-03-01,1749,6
hr3395-115,3395,hr,115,39,39,2017-07-25,1755,78
hr3776-115,3776,hr,115,13,12,2017-09-14,1002,25
hr1467-115,1467,hr,115,8,1,2017-03-09,1605,9
hr1649-115,1649,hr,115,16,,2017-03-21,1904,16
hr4581-115,4581,hr,115,3,6,2017-12-07,1913,9
hr93-115,93,hr,115,25,,2017-01-03,1796,25
hr6188-115,6188,hr,115,,1,2018-06-21,1678,1
hr531-115,531,hr,115,,2,2017-01-13,1932,2
hr1257-115,1257,hr,115,3,2,2017-02-28,1324,5
hr5746-115,5746,hr,115,20,,2018-05-10,1870,20
hr4587-115,4587,hr,115,8,2,2017-12-07,1846,10
hr5071-115,5071,hr,115,2,1,2018-02-20,1816,3
hr1172-115,1172,hr,115,35,,2017-02-16,858,35
hr6070-115,6070,hr,115,1,,2018-06-12,1758,1
hr753-115,753,hr,115,10,,2017-01-31,1346,10
hr997-115,997,hr,115,,72,2017-02-09,1475,72
hr767-115,767,hr,115,7,4,2017-01-31,1605,11
hr5855-115,5855,hr,115,3,7,2018-05-16,1712,10
hr5038-115,5038,hr,115,33,25,2018-02-15,1738,58
hr5334-115,5334,hr,115,1,,2018-03-19,1966,1
hr3085-115,3085,hr,115,3,2,2017-06-27,1489,5
hr4870-115,4870,hr,115,,3,2018-01-19,1994,3
hr4557-115,4557,hr,115,1,2,2017-12-05,1825,3
hr3455-115,3455,hr,115,1,1,2017-07-27,1869,2
hr4404-115,4404,hr,115,3,2,2017-11-15,1907,5
hr5364-115,5364,hr,115,1,1,2018-03-21,1541,2
hr1952-115,1952,hr,115,9,3,2017-04-05,1849,12
hr1962-115,1962,hr,115,1,,2017-04-05,1431,1
hr5798-115,5798,hr,115,1,3,2018-05-15,1721,4
hr1318-115,1318,hr,115,141,51,2017-03-02,1774,192
hr6454-115,6454,hr,115,13,,2018-07-19,1835,13
hr6464-115,6464,hr,115,1,2,2018-07-23,1615,3
hr7191-115,7191,hr,115,2,1,2018-11-29,1694,3
hr838-115,838,hr,115,6,,2017-02-02,1799,6
hr4998-115,4998,hr,115,5,2,2018-02-13,1699,7
hr3009-115,3009,hr,115,3,6,2017-06-22,325,9
hr1059-115,1059,hr,115,31,15,2017-02-15,570,46
hr116-115,116,hr,115,2,3,2017-01-03,1566,5
hr4614-115,4614,hr,115,5,4,2017-12-11,1755,9
hr3122-115,3122,hr,115,4,2,2017-06-29,1846,6
hr3925-115,3925,hr,115,4,,2017-10-03,1385,4
hr5417-115,5417,hr,115,2,19,2018-03-29,1874,21
hr1243-115,1243,hr,115,131,19,2017-02-28,1569,150
hr2733-115,2733,hr,115,13,5,2017-05-25,1987,18
hr6443-115,6443,hr,115,1,4,2018-07-19,1978,5
hr1508-115,1508,hr,115,3,2,2017-03-10,1849,5
hr912-115,912,hr,115,42,,2017-02-07,1613,42
hr5099-115,5099,hr,115,1,2,2018-02-27,1909,3
hr5375-115,5375,hr,115,,2,2018-03-21,1688,2
hr2197-115,2197,hr,115,38,4,2017-04-27,1846,42
hr3187-115,3187,hr,115,2,2,2017-07-11,1805,4
hr111-115,111,hr,115,1,4,2017-01-03,1566,5
hr6513-115,6513,hr,115,1,5,2018-07-25,1690,6
hr6249-115,6249,hr,115,23,1,2018-06-27,621,24
hr3281-115,3281,hr,115,1,,2017-07-18,1560,1
hr90-115,90,hr,115,9,4,2017-01-03,1796,13
hr4876-115,4876,hr,115,3,,2018-01-22,1007,3
hr1877-115,1877,hr,115,1,2,2017-04-04,1657,3
hr4392-115,4392,hr,115,135,65,2017-11-14,1777,200
hr6840-115,6840,hr,115,20,,2018-09-17,1954,19
hr6411-115,6411,hr,115,1,1,2018-07-17,1561,2
hr5787-115,5787,hr,115,1,2,2018-05-15,1906,3
hr1530-115,1530,hr,115,10,23,2017-03-15,1408,33
hr196-115,196,hr,115,,2,2017-01-03,1387,2
hr5296-115,5296,hr,115,,1,2018-03-15,854,1
hr2120-115,2120,hr,115,,2,2017-04-25,1844,2
hr6931-115,6931,hr,115,11,3,2018-09-27,1550,14
hr2645-115,2645,hr,115,25,,2017-05-24,1967,25
hr6946-115,6946,hr,115,2,,2018-09-27,1629,2
hr4307-115,4307,hr,115,1,,2017-11-08,640,1
hr5936-115,5936,hr,115,2,,2018-05-23,1613,2
hr1387-115,1387,hr,115,1,9,2017-03-07,1671,10
hr7093-115,7093,hr,115,1,1,2018-10-26,187,2
hr587-115,587,hr,115,11,4,2017-01-17,1941,15
hr5954-115,5954,hr,115,3,4,2018-05-24,450,7
hr5027-115,5027,hr,115,1,,2018-02-14,1978,1
hr2180-115,2180,hr,115,67,,2017-04-26,1615,67
hr4293-115,4293,hr,115,2,,2017-11-07,2004,2
hr5953-115,5953,hr,115,2,2,2018-05-24,1955,4
hr3988-115,3988,hr,115,6,21,2017-10-05,1997,27
hr2746-115,2746,hr,115,10,,2017-05-25,1606,10
hr709-115,709,hr,115,5,1,2017-01-27,1366,6
hr6103-115,6103,hr,115,32,1,2018-06-14,1191,33
hr2980-115,2980,hr,115,,3,2017-06-21,1838,3
hr5134-115,5134,hr,115,1,,2018-03-01,1875,1
hr6643-115,6643,hr,115,52,,2018-07-31,1758,52
hr5941-115,5941,hr,115,8,,2018-05-23,1435,8
hr657-115,657,hr,115,6,5,2017-01-24,1775,11
hr7222-115,7222,hr,115,,2,2018-12-06,1541,2
hr2766-115,2766,hr,115,4,,2017-05-30,621,4
hr6628-115,6628,hr,115,6,4,2018-07-26,1346,10
hr247-115,247,hr,115,,18,2017-01-04,1868,18
hr1752-115,1752,hr,115,1,2,2017-03-28,1868,3
hr4739-115,4739,hr,115,3,,2018-01-08,515,3
hr3135-115,3135,hr,115,1,,2017-06-29,1728,1
hr3405-115,3405,hr,115,1,,2017-07-26,1998,1
hr2403-115,2403,hr,115,12,8,2017-05-08,1550,20
hr608-115,608,hr,115,6,8,2017-01-23,1812,14
hr2024-115,2024,hr,115,9,20,2017-04-06,1424,29
hr1516-115,1516,hr,115,155,,2017-03-13,284,155
hr3821-115,3821,hr,115,4,9,2017-09-25,1811,13
hr1899-115,1899,hr,115,23,1,2017-04-04,1626,24
hr5652-115,5652,hr,115,14,,2018-04-27,1977,14
hr5912-115,5912,hr,115,9,3,2018-05-22,1435,12
hr1807-115,1807,hr,115,,8,2017-03-30,1540,8
hr1583-115,1583,hr,115,17,,2017-03-16,1507,17
hr5899-115,5899,hr,115,22,15,2018-05-21,1911,37
hr2277-115,2277,hr,115,1,,2017-05-01,1076,1
hr5207-115,5207,hr,115,,4,2018-03-07,1961,4
hr4558-115,4558,hr,115,,3,2017-12-06,1855,3
hr2316-115,2316,hr,115,1,,2017-05-03,1667,1
hr7131-115,7131,hr,115,,1,2018-11-14,1390,1
hr178-115,178,hr,115,,5,2017-01-03,1475,5
hr1842-115,1842,hr,115,,1,2017-03-30,1978,1
hr3683-115,3683,hr,115,6,,2017-09-06,1588,6
hr2793-115,2793,hr,115,2,,2017-06-06,1852,2
hr2808-115,2808,hr,115,,1,2017-06-07,1837,1
hr2780-115,2780,hr,115,,1,2017-06-06,1910,1
hr1983-115,1983,hr,115,1,,2017-04-06,593,1
hr3042-115,3042,hr,115,,11,2017-06-23,1775,11
hr6016-115,6016,hr,115,73,5,2018-06-06,1397,78
hr3338-115,3338,hr,115,35,,2017-07-20,284,35
hr3780-115,3780,hr,115,9,12,2017-09-14,1827,21
hr4358-115,4358,hr,115,2,,2017-11-09,693,2
hr3466-115,3466,hr,115,6,,2017-07-27,1822,6
hr1092-115,1092,hr,115,11,1,2017-02-15,1505,12
hr692-115,692,hr,115,,57,2017-01-24,989,57
hr7310-115,7310,hr,115,1,,2018-12-13,1048,1
hr6658-115,6658,hr,115,1,,2018-08-07,347,1
hr7326-115,7326,hr,115,1,,2018-12-17,1978,1
hr637-115,637,hr,115,,122,2017-01-24,1972,122
hr5583-115,5583,hr,115,,2,2018-04-23,1591,2
hr742-115,742,hr,115,4,2,2017-01-30,1856,6
hr5904-115,5904,hr,115,2,4,2018-05-22,187,6
hr2789-115,2789,hr,115,2,,2017-06-06,1654,2
hr2695-115,2695,hr,115,16,,2017-05-25,1935,16
hr5484-115,5484,hr,115,1,,2018-04-12,1846,1
hr772-115,772,hr,115,6,80,2017-01-31,1548,86
hr4591-115,4591,hr,115,3,14,2017-12-07,1717,17
hr4061-115,4061,hr,115,29,28,2017-10-12,1706,57
hr5435-115,5435,hr,115,,3,2018-04-05,1820,3
hr4029-115,4029,hr,115,1,2,2017-10-12,1615,3
hr2935-115,2935,hr,115,10,,2017-06-16,1212,10
hr5113-115,5113,hr,115,9,,2018-02-27,1878,9
hr6527-115,6527,hr,115,55,,2018-07-25,1960,55
hr5263-115,5263,hr,115,1,1,2018-03-13,1837,2
hr1802-115,1802,hr,115,13,11,2017-03-30,1804,24
hr6689-115,6689,hr,115,7,9,2018-08-28,914,16
hr1440-115,1440,hr,115,31,,2017-03-08,1654,31
hr370-115,370,hr,115,,4,2017-01-09,1768,4
hr5854-115,5854,hr,115,,5,2018-05-16,1697,5
hr4336-115,4336,hr,115,,4,2017-11-09,1953,4
hr3272-115,3272,hr,115,93,29,2017-07-17,1809,122
hr5690-115,5690,hr,115,10,,2018-05-07,593,10
hr5731-115,5731,hr,115,1,13,2018-05-09,1543,14
hr4734-115,4734,hr,115,30,8,2017-12-26,1817,38
hr1205-115,1205,hr,115,134,61,2017-02-21,1816,195
hr862-115,862,hr,115,,2,2017-02-03,1773,2
hr6548-115,6548,hr,115,3,,2018-07-26,1569,3
hr4552-115,4552,hr,115,3,5,2017-12-05,1915,8
hr3946-115,3946,hr,115,4,9,2017-10-04,1871,13
hr1167-115,1167,hr,115,3,3,2017-02-16,1956,6
hr3642-115,3642,hr,115,26,48,2017-08-04,1821,74
hr4538-115,4538,hr,115,6,,2017-12-04,1584,6
hr5389-115,5389,hr,115,12,5,2018-03-22,1856,17
hr6687-115,6687,hr,115,,1,2018-08-28,1791,1
hr6007-115,6007,hr,115,,1,2018-06-05,1790,1
hr4521-115,4521,hr,115,23,,2017-12-01,1951,23
hr1579-115,1579,hr,115,2,,2017-03-16,1803,2
hr3899-115,3899,hr,115,,2,2017-10-02,1830,2
hr2124-115,2124,hr,115,4,,2017-04-25,1385,4
hr5760-115,5760,hr,115,13,2,2018-05-10,1316,15
hr5140-115,5140,hr,115,,2,2018-03-01,1843,2
hr3575-115,3575,hr,115,,1,2017-07-28,1605,1
hr4227-115,4227,hr,115,4,8,2017-11-02,1611,12
hr3866-115,3866,hr,115,8,4,2017-09-28,1920,12
hr4263-115,4263,hr,115,2,2,2017-11-07,1957,4
hr3709-115,3709,hr,115,9,,2017-09-07,1043,9
hr4574-115,4574,hr,115,10,7,2017-12-06,1946,17
hr3199-115,3199,hr,115,34,,2017-07-12,1902,34
hr3652-115,3652,hr,115,2,,2017-08-11,1688,2
hr4443-115,4443,hr,115,15,2,2017-11-16,1654,17
hr655-115,655,hr,115,,2,2017-01-24,1905,2
hr6708-115,6708,hr,115,,6,2018-09-05,1931,6
hr5310-115,5310,hr,115,,15,2018-03-15,1874,15
hr4308-115,4308,hr,115,2,,2017-11-08,1833,2
hr3257-115,3257,hr,115,,3,2017-07-14,1720,3
hr6132-115,6132,hr,115,1,,2018-06-19,1474,1
hr3087-115,3087,hr,115,4,,2017-06-27,1048,4
hr3637-115,3637,hr,115,25,,2017-08-01,1832,25
hr1831-115,1831,hr,115,2,,2017-03-30,1957,2
hr2877-115,2877,hr,115,7,,2017-06-12,99,7
hr3164-115,3164,hr,115,3,1,2017-07-06,1766,4
hr2163-115,2163,hr,115,2,,2017-04-26,1913,2
hr5470-115,5470,hr,115,,1,2018-04-11,1889,1
hr2603-115,2603,hr,115,1,27,2017-05-23,1540,28
hr2206-115,2206,hr,115,17,,2017-04-27,621,17
hr3713-115,3713,hr,115,2,1,2017-09-08,1385,3
hr3773-115,3773,hr,115,140,,2017-09-14,1043,140
hr6312-115,6312,hr,115,1,1,2018-07-06,1861,2
hr5193-115,5193,hr,115,7,1,2018-03-07,1987,8
hr3244-115,3244,hr,115,1,1,2017-07-14,1829,2
hr149-115,149,hr,115,17,,2017-01-03,1542,17
hr4516-115,4516,hr,115,5,,2017-12-01,1786,5
hr7063-115,7063,hr,115,13,1,2018-10-12,1191,14
hr983-115,983,hr,115,,2,2017-02-07,1393,2
hr711-115,711,hr,115,4,,2017-01-27,1605,4
hr1000-115,1000,hr,115,29,,2017-02-09,231,29
hr6728-115,6728,hr,115,2,2,2018-09-06,1971,4
hr4586-115,4586,hr,115,1,,2017-12-07,1558,1
hr6715-115,6715,hr,115,1,,2018-09-06,1435,1
hr5226-115,5226,hr,115,63,,2018-03-08,1551,63
hr1316-115,1316,hr,115,14,42,2017-03-02,1811,56
hr7156-115,7156,hr,115,1,,2018-11-16,872,1
hr1135-115,1135,hr,115,46,1,2017-02-16,210,47
hr5291-115,5291,hr,115,15,,2018-03-14,1610,15
hr6729-115,6729,hr,115,2,5,2018-09-06,1825,7
hr909-115,909,hr,115,188,62,2017-02-07,1863,250
hr4520-115,4520,hr,115,1,,2017-12-01,1637,1
hr5870-115,5870,hr,115,,5,2018-05-17,1925,5
hr2910-115,2910,hr,115,,6,2017-06-15,1768,6
hr2302-115,2302,hr,115,6,5,2017-05-02,1999,11
hr5732-115,5732,hr,115,5,14,2018-05-09,1948,19
hr5780-115,5780,hr,115,46,15,2018-05-11,1882,61
hr4433-115,4433,hr,115,1,1,2017-11-16,1896,2
hr918-115,918,hr,115,25,15,2017-02-07,1628,40
hr2433-115,2433,hr,115,1,,2017-05-16,1979,1
hr3511-115,3511,hr,115,8,,2017-07-27,1344,8
hr3824-115,3824,hr,115,3,5,2017-09-25,1541,8
hr710-115,710,hr,115,,4,2017-01-27,1768,4
hr5533-115,5533,hr,115,112,1,2018-04-17,306,113
hr6076-115,6076,hr,115,5,2,2018-06-12,1829,7
hr4206-115,4206,hr,115,8,14,2017-11-01,1721,22
hr6635-115,6635,hr,115,15,22,2018-07-26,1839,37
hr3450-115,3450,hr,115,5,,2017-07-27,1385,5
hr3300-115,3300,hr,115,3,,2017-07-19,1987,3
hr2741-115,2741,hr,115,,1,2017-05-25,1997,1
hr2372-115,2372,hr,115,,38,2017-05-04,608,38
hr1182-115,1182,hr,115,,1,2017-02-16,1455,1
hr1993-115,1993,hr,115,10,10,2017-04-06,1840,20
hr642-115,642,hr,115,,2,2017-01-24,1757,2
hr1766-115,1766,hr,115,,1,2017-03-28,1669,1
hr6862-115,6862,hr,115,1,,2018-09-24,1868,1
hr2031-115,2031,hr,115,,6,2017-04-06,608,6
hr2070-115,2070,hr,115,10,,2017-04-06,1853,10
hr527-115,527,hr,115,,10,2017-01-13,1504,10
hr6854-115,6854,hr,115,2,9,2018-09-20,1830,11
hr2726-115,2726,hr,115,2,,2017-05-25,1799,2
hr4032-115,4032,hr,115,1,4,2017-10-12,1971,5
hr3097-115,3097,hr,115,,57,2017-06-28,1847,57
hr5262-115,5262,hr,115,1,1,2018-03-13,1837,2
hr5616-115,5616,hr,115,3,,2018-04-25,1591,3
hr639-115,639,hr,115,,14,2017-01-24,1869,14
hr170-115,170,hr,115,2,7,2017-01-03,1408,9
hr6686-115,6686,hr,115,2,,2018-08-28,1887,2
hr6414-115,6414,hr,115,,1,2018-07-18,282,1
hr5625-115,5625,hr,115,7,,2018-04-26,1792,7
hr439-115,439,hr,115,7,11,2017-01-11,1751,18
hr4299-115,4299,hr,115,,2,2017-11-08,1504,2
hr6455-115,6455,hr,115,33,7,2018-07-19,1835,40
hr4729-115,4729,hr,115,19,1,2017-12-21,733,20
hr2801-115,2801,hr,115,21,3,2017-06-07,1505,24
hr1329-115,1329,hr,115,9,3,2017-03-02,1885,12
hr6650-115,6650,hr,115,1,2,2018-08-03,983,3
hr4306-115,4306,hr,115,23,8,2017-11-08,1791,31
hr104-115,104,hr,115,6,,2017-01-03,1796,6
hr6533-115,6533,hr,115,2,,2018-07-25,1580,2
hr2683-115,2683,hr,115,19,15,2017-05-25,1822,34
hr2934-115,2934,hr,115,11,,2017-06-16,1212,11
hr3556-115,3556,hr,115,1,3,2017-07-28,1002,4
hr2437-115,2437,hr,115,,8,2017-05-16,1541,8
hr2047-115,2047,hr,115,4,,2017-04-06,1654,4
hr5671-115,5671,hr,115,88,59,2018-05-01,1812,147
hr2575-115,2575,hr,115,13,6,2017-05-19,1799,19
hr1450-115,1450,hr,115,7,12,2017-03-09,1408,19
hr4650-115,4650,hr,115,2,1,2017-12-14,1870,3
hr3057-115,3057,hr,115,5,,2017-06-26,1880,5
hr3561-115,3561,hr,115,1,3,2017-07-28,1872,4
hr3601-115,3601,hr,115,,1,2017-07-28,1947,1
hr1305-115,1305,hr,115,,10,2017-03-02,1541,10
hr4417-115,4417,hr,115,7,4,2017-11-16,1782,11
hr3509-115,3509,hr,115,5,4,2017-07-27,1632,9
hr1073-115,1073,hr,115,,2,2017-02-15,1880,2
hr4505-115,4505,hr,115,57,,2017-11-30,1800,57
hr4485-115,4485,hr,115,22,4,2017-11-29,1995,26
hr497-115,497,hr,115,1,,2017-01-12,1793,1
hr927-115,927,hr,115,24,12,2017-02-07,1818,36
hr4338-115,4338,hr,115,,1,2017-11-09,1994,1
hr6194-115,6194,hr,115,,3,2018-06-22,1757,3
hr4542-115,4542,hr,115,1,,2017-12-04,1979,1
hr4853-115,4853,hr,115,,2,2018-01-19,1874,2
hr1503-115,1503,hr,115,176,,2017-03-10,705,176
hr812-115,812,hr,115,38,6,2017-02-01,1505,44
hr6653-115,6653,hr,115,2,3,2018-08-03,1804,5
hr6344-115,6344,hr,115,1,23,2018-07-12,1700,24
hr2159-115,2159,hr,115,10,,2017-04-26,1758,10
hr1977-115,1977,hr,115,1,1,2017-04-06,1516,2
hr4932-115,4932,hr,115,55,,2018-02-05,1319,55
hr1132-115,1132,hr,115,2,1,2017-02-16,1888,3
hr323-115,323,hr,115,,5,2017-01-05,1773,5
hr1054-115,1054,hr,115,23,3,2017-02-14,1678,26
hr6694-115,6694,hr,115,2,,2018-08-31,1887,2
hr5444-115,5444,hr,115,2,2,2018-04-10,1637,4
hr3594-115,3594,hr,115,,1,2017-07-28,608,1
hr6476-115,6476,hr,115,,1,2018-07-23,1749,1
hr3733-115,3733,hr,115,8,4,2017-09-11,1675,12
hr6216-115,6216,hr,115,3,3,2018-06-25,1700,6
hr5125-115,5125,hr,115,2,1,2018-02-27,1960,3
hr4854-115,4854,hr,115,5,10,2018-01-19,1503,15
hr5111-115,5111,hr,115,,2,2018-02-27,1846,2
hr3195-115,3195,hr,115,,3,2017-07-12,1837,3
hr2060-115,2060,hr,115,3,2,2017-04-06,1549,5
hr5987-115,5987,hr,115,7,,2018-05-29,1707,7
hr1020-115,1020,hr,115,,1,2017-02-13,1773,1
hr6995-115,6995,hr,115,1,1,2018-09-28,1856,2
